Date,BEDOK CANAL (mm),BEDOK RESERVOIR (mm),EAST COAST LAGOON (mm),GEYLANG RIVER (mm),JURONG LAKE (mm),KALLANG BASIN (mm),KALLANG RIVER (mm),KRANJI RESERVOIR (mm),LAKE LITTLE GUILIN (mm),LOWER PEIRCE RESERVOIR (mm),LOWER SELETAR RESERVOIR (mm),MACRITCHIE RESERVOIR (mm),MARINA BAY (mm),MURAI RESERVOIR (mm),PANDAN RESERVOIR (mm),PELTON CANAL (mm),POYAN RESERVOIR (mm),ROCHOR CANAL (mm),ROCHOR RIVER (mm),SARIMBUN RESERVOIR (mm),SIGLAP CANAL (mm),SINGAPORE RIVER (mm),SUNGEI API API (mm),SUNGEI BEDOK (mm),SUNGEI BERIH (mm),SUNGEI BULOH WETLAND RESERVE (mm),SUNGEI CHANGI (mm),SUNGEI HALUS (mm),SUNGEI JURONG (mm),SUNGEI KANGKAR (mm),SUNGEI KETAPANG (mm),SUNGEI KHATIB BONGSU (mm),SUNGEI LANCHAR (mm),SUNGEI LOYANG (mm),SUNGEI MANDAI (mm),SUNGEI MANDAI KECHIL (mm),SUNGEI PANDAN (mm),SUNGEI PANG SUA (mm),SUNGEI PENG SIANG (mm),SUNGEI PINANG (mm),SUNGEI PUNGGOL (mm),SUNGEI SELARANG (mm),SUNGEI SELETAR (mm),SUNGEI SEMBAWANG (mm),SUNGEI SERANGOON (mm),SUNGEI SIMPANG (mm),SUNGEI TAMPINES (mm),SUNGEI TENGAH (mm),SUNGEI THO PEK KONG (mm),SUNGEI ULU PANDAN (mm),SUNGEI WHAMPOA (mm),TAMPINES QUARRY PARK (mm),TENGEH RESERVOIR (mm),ULU PANDAN CANAL (mm),UPPER PEIRCE RESERVOIR (mm),UPPER SELETAR RESERVOIR (mm),YISHUN POND (mm)
4/3/2016,0.354652405,0.266875386,0.013061523,0.089775935,0.280249029,0.042521551,0.014606677,0.5957551,0.290368646,0.450183868,0.259832889,0.484230042,0.074092321,0.066640854,0.529369116,0.039413452,10.11361885,0.001861572,0.005310059,0.09751147,0.091030121,0.007097517,1.744745612,0.22841765,1.845626831,0.213097617,2.811193943,0.976485431,0.485733479,0.180084229,0.181390166,0.00252814,3.259129763,3.057873011,0.795090616,0.229672238,0.353123248,0.501949549,0.437188387,0.18007569,0.1854655,3.214288712,0.701488137,0.053765871,0.172282219,0.027105231,1.586338997,1.650318623,5.388242245,0.195081204,0.010494995,0.240016386,25.06925774,1.321629524,0.907798111,9.042818069,0.001818848
5/3/2016,0.210455328,0.152095482,0.002261513,0.762600362,1.424311161,0.941029489,0.843521893,9.697666168,1.373336792,0.386236817,0.449330866,0.035758972,1.519970179,12.60290337,0.987106621,0.554875672,6.434962749,1.188209534,0.928461492,10.22129536,0.225376129,1.689256907,0.006326427,0.07099995,9.513954163,8.557997704,0,0.043201648,1.21890521,11.71194649,0.007485225,1.991683125,3.054461241,0.008615347,6.902799606,5.57496357,1.000104666,11.35688305,10.78015327,0.000592041,0,0.000247047,2.193486929,1.934384108,0.000917435,0.510531783,0.109950013,9.378966331,8.243120193,0.447397321,1.041448951,0.083280288,4.8260746,0.145356834,0.799752295,1.324285626,2.49950552
6/3/2016,0.404212952,0.267058492,0.188246876,0.658186197,31.11938477,1.898397565,0.184682742,8.488855362,14.70558453,8.018883705,5.93914175,3.627382278,2.265212297,5.399278641,53.06686401,0.027303061,9.10364151,0.761493683,1.031255364,5.30107069,0.346820831,2.128419399,0.008253015,0.223433644,6.706041336,6.720493317,0.15284729,0.000292326,68.41555023,4.711241722,0.120909594,1.570951819,20.70742798,0.165060192,9.385505676,5.686117649,46.81463623,11.62089252,10.65420341,0,0.000745985,0.221984863,10.58124924,7.159973145,0,2.284493685,0.136477828,8.774105072,6.655840397,31.52840996,0.249423221,0.0781468,6.725055695,5.797540188,16.4113903,9.53178215,1.499734521
7/3/2016,0.125,0.261091888,0.208129883,1.347368002,1.062318683,0.21132718,0.216093361,0.325667769,0.02369995,0.687015533,0.534306765,1.560694695,0.082558766,0.103055954,1.060756087,0.219838455,1.12973249,0.144260406,0.242951766,0.224095538,1.137317657,0.114451088,0.170369029,0.135546237,1.092702508,0.37656039,0.136935428,0.0741015,0.091259763,0.475012362,0.094444536,0.158222392,3.49193573,0.134000331,0.146918803,0.21976319,0.691321969,1.228784919,1.602021813,0.053437501,0.253367096,0.050199963,0.28887108,0.314407349,0.059095383,0.272501081,0.172218725,2.532170057,1.705644846,0.691692173,0.194387823,0.245246887,0.912090302,4.096022606,0.464714497,6.297220707,0.058340453
8/3/2016,0,2.97E-05,0,0,0.000885882,0.006507287,0,0.122610584,0.029910278,0.001126607,0.001069984,1.43E-05,0.005692255,0.420986176,0.000184351,0.003125509,0.074035645,0.0119133,0.005862029,0.330176055,0.001483917,0.008668445,0,0,0.049642228,0.452047586,0.000146484,0,0.001625279,0.292681575,0,0.005554199,0.00764974,0,0.316144168,0.290423572,2.03E-05,0.006954418,0.041585822,0,0,0,0,0.10376282,0,0.008032548,0,0.040066391,0.026484897,0,0.000741577,0,0.061506271,0.000112433,0.007261747,0.014253162,0.02084961
9/3/2016,0.056651305,0.479242265,0.010684364,6.532803059,8.579284668,4.251279354,8.206347466,12.61607742,9.102579117,3.738071442,0.507141113,2.595898628,1.773347378,6.511781693,2.595209837,13.58531666,12.93574429,4.45923233,5.756127357,9.950460434,2.713863373,2.332746267,0.013249937,0.001705772,6.2096138,0.999670923,0.309887707,0.000131707,4.665246487,18.48285103,0.002024683,3.941958666,6.551561832,0.003396841,2.485276222,1.196853638,2.036313057,17.13052559,17.65771294,0.005266113,0,0.014976865,0.922069192,5.802056789,0.10030365,1.509396195,0.104617469,11.49417019,7.459307194,1.299130082,7.112722874,0.330018193,14.28208923,0.655143321,6.918569565,10.20221519,3.900347948
10/3/2016,0.211370856,0.078556374,0.601271808,0.003872341,5.771873474,0.037730291,0.18318899,2.263292074,8.659744263,3.694613218,1.803446889,6.143357277,0.051677886,4.89566803,1.300976753,0.000450134,1.285274386,0.125564575,0.043366805,2.364953995,0.000865936,0.06177339,0.031921387,0.650194645,2.604771376,2.03139329,0.093286134,0.001407021,1.834915638,2.086471081,1.07796824,1.317125797,6.839195251,0.267282337,1.122669935,1.194677711,1.669596314,3.40023613,2.894467115,0,0.57895577,0.681384861,3.662547827,0.693383813,5.53E-05,1.573447824,0.473475397,3.492218494,2.628657818,2.868992805,0.241769403,0.067912512,3.184825897,7.249820232,3.949976206,7.7888937,2.024685621
11/3/2016,0,0,0.001733077,0.047234431,16.60703468,0.189127997,2.78795433,0.104248047,8.739517212,2.889797211,0.296253443,5.934793472,0.025461832,0.322626114,11.02762604,0.159355164,3.142785072,1.237335205,0.413324773,1.015809536,0,0.154650003,0.032388438,0.001842298,2.266916513,2.723468304,0.021707153,0.081591152,13.76393032,0.201808825,0.068451978,0.297819436,10.82979107,0,0.404225081,0.568078637,9.873410225,4.188447952,0.781629086,0.134564206,0.285542816,0.010146368,0.151103631,0.845245361,0.089746475,0.032817639,9.64E-05,0.516969621,3.934114695,10.16631413,2.431417942,0,3.12399292,8.280996323,3.118083,6.52456522,0.49621582
12/3/2016,0,0,0,0,0.036997769,0,0,0.001437717,0.083779909,0,0,0,0,0.122976303,0.001625528,0,0.011474044,0.000152588,0,0.207208678,0,0,0,0,0.04633107,0.045625106,0,0,0.000399344,0.067041643,0,0,0.008506775,0,0,0,0.006434849,0.000276453,0.033084266,0,0,0,0,0,0,0,0,0.022419944,0.017506192,0.033283435,0.000128174,0,0.016281128,0.0217767,0.008352482,0.001220703,0
13/3/2016,1.194644213,0.602823615,0.869179189,17.21806145,2.806016207,44.28178406,2.913015366,14.04844856,8.4158144,25.53089333,29.07312202,20.99832153,46.33358002,7.922054291,9.61942482,1.1940943,14.15622044,16.2567482,22.98262024,4.993438721,5.393901825,44.23239899,0.07473357,2.841334343,11.44541168,5.836802483,0.034286499,0.076271459,3.962630749,15.29171085,3.264760971,16.33239365,0.412780762,0.093573935,23.58123779,20.08577347,11.92418003,11.12895679,15.32793522,0.916052222,4.474714279,0.110087074,34.61914825,34.51288986,0.301958084,24.0095253,0.262380511,16.27491951,12.00090694,14.70809746,4.125982761,0.140849516,20.87102318,22.37216568,25.79720306,2.543320417,23.05999184
14/3/2016,3.589869738,6.21527338,2.623345613,1.647813559,28.47070885,0.30096671,0.452964395,6.941492081,12.93834496,4.257740021,0.456567883,15.26324463,1.126485229,12.06687355,9.567541122,1.412297606,22.71098328,0.173629761,0.240199879,9.872073174,4.870552063,1.389872193,12.43202686,2.127516985,23.83646774,3.165338993,1.63898623,8.081237793,19.46406555,16.17829704,2.446865797,0.017504239,31.30922127,7.895160198,13.55726147,5.265450954,5.864144325,33.17782974,15.51388073,2.214121103,9.064002037,1.971078038,0.093444824,0.46938476,1.436390877,0.029476767,7.606426239,14.30347824,37.31216049,3.446902514,0.295458972,7.967094421,29.43989944,8.534083366,1.530692816,22.10718918,0.00947876
15/3/2016,0.124055482,0.106051885,0.792356789,0.912685812,20.2993679,4.693713665,0.741946578,3.222902536,13.6932621,1.479611754,1.866088867,7.147451401,11.62569714,1.452447891,13.31469631,1.61639154,3.499792099,5.431770325,2.953852177,3.656431675,0.255439758,12.67040443,0.112490445,0.66310358,0.625427246,2.679761887,0.466406256,0.057149787,19.74951935,2.534013748,0.812067509,3.06171298,7.649307251,0.18349281,5.209235668,1.936380029,8.857518196,7.090267181,3.806163549,0.429481208,2.769443035,0.165835425,1.659423828,1.102044702,0.34577179,2.386728287,0.174223244,2.187743187,0.678510368,6.195293427,1.199993849,0.067238942,7.99461174,4.453687191,4.01014185,4.231570244,2.640506029
16/3/2016,16.69578743,21.68716431,0.812932074,5.692138672,2.472126007,10.29218197,20.38665771,8.007344246,3.301223755,24.15577126,10.03152752,25.74202728,7.219700336,0.814283371,3.921610832,10.24002361,3.048864365,16.92676544,12.31784725,2.322558641,15.33444595,11.12273884,5.052782059,10.91010952,2.886102915,9.455329895,0.04296875,9.554224968,4.347844601,1.142357469,7.635620117,7.370820522,0.04883321,2.329033375,3.462969542,9.722024918,3.006908655,20.15348816,4.595508575,9.969761848,14.68438339,1.240228534,18.42404938,7.575827122,9.866742134,8.882967949,9.049515724,2.12499547,2.339246511,1.876365304,18.41355515,22.03707886,0.772705078,3.055974007,14.63998985,0.018784296,8.908823013
17/3/2016,10.45602703,10.62904263,17.69636536,14.09487915,29.53938293,2.76449585,8.989910126,4.125061035,2.9274261,5.056165218,0.532013535,7.666889191,1.067423463,2.35291481,16.49636459,12.4776001,6.278629303,3.289836884,4.039248466,3.045320034,19.30346298,1.247023821,2.764912367,16.98069763,1.954882503,0.753967285,1.102493286,2.344983578,20.40733528,1.179025531,10.95720291,1.175700903,10.24644947,4.193685532,2.085538864,0.188494876,16.43099213,5.634453297,2.525103092,3.020830154,0.764770508,2.562168598,1.143221736,0.294186413,2.991042137,2.190876245,4.687272072,3.488577366,4.044856548,10.21520329,7.852639675,6.832962036,11.92759514,5.893265724,7.611427784,13.25016022,0.380761713
18/3/2016,0,0,0,0.011440701,0.005437361,0.018195519,0.038998254,0.00217466,0.019076537,0.076555885,0.074217506,0.127372742,0.00105213,0.000705719,0.007422622,0.031242371,0.028053001,0.041862488,0.035886019,0.010157386,0,0.004289899,0,0,0.012811997,0.2431508,0,0,0.000673131,0.041358359,0,0.001766807,0.000437419,0,0.058270622,0.013415528,0.013029553,9.69E-05,0.001728259,0,0.00016276,0,0.151261762,0.061886597,0,0.016680265,0,0.017631872,0.029427664,0.012778834,0.043737791,0,0.002414703,0.002025404,0.056607593,0.013218471,0.024221802
19/3/2016,0,0,0,0,0.019587053,0,0,0,0.031228637,0,0,0,0,0,0.000544334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006747,0,0,0,0,0,0,0,0,7.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/3/2016,0,0.000503128,0,0.188832596,0.074197821,0.384282053,1.367036462,1.128350139,0.195513919,0.00346756,0.127405286,0.09262085,0.347769588,0.001834869,0.001405054,0.237477615,0.003447921,0.628868103,0.597138762,0.005598201,0.008579254,0.319379538,0,0,0.002638873,0.029174805,0,0.0102523,0.017178781,0.059338693,0,0.142192647,0.002871196,0,6.070308685,1.233779907,0.00038365,1.814187407,0.430460066,0.528176248,1.968424439,0,0.008026123,0.109481812,0.201498032,0.23163484,0,0.337862372,0.000102452,0,1.181604028,0.00125776,0.015090942,2.89E-05,0.067665726,0.024658203,0.069973752
21/3/2016,2.707045078,1.046862602,9.64239502,29.34983635,2.30991745,12.63541126,27.80345345,4.412731171,12.31843853,5.005007267,2.856308222,1.857881546,0.88986063,1.699529648,1.51259315,17.73548698,2.477283716,18.22049713,22.58635139,0.603208303,3.82106781,1.304568291,0.151668385,3.189633131,3.062011719,6.286594391,0.003533936,0.313164949,3.305428743,2.068199635,1.337838054,1.124637008,4.729850769,0.007882925,3.342924118,5.553494453,0.958490252,16.18149376,6.728245735,1.288947701,3.552340984,0.001252674,2.873166084,12.41992474,0.995228767,4.655369759,0.175312236,3.89744997,2.219517231,1.94543457,31.28375244,0.586050868,0.746557236,0.869368732,3.489655018,3.856404543,0.4933258
22/3/2016,9.226358414,10.31419945,0.563677311,4.38573885,4.678881645,38.59523773,36.53720856,7.211737633,6.134698391,24.84096718,5.427131653,16.15941238,12.053092,4.224840164,3.362475395,6.904314518,0.329228163,47.11618423,42.2101326,14.14161396,2.20457077,15.63771534,4.790795326,7.875061035,0.755959928,16.72146034,16.88417435,3.871998072,6.345806122,1.71175909,5.767752647,12.41124249,1.80695343,2.216780424,5.399493217,11.80523396,1.355163574,4.362947464,2.396052361,21.17754173,6.036509037,9.521531105,8.074737549,9.148022652,19.58513641,28.23044586,3.335121632,1.305860877,0.454018742,0.038140547,38.50029373,11.56293583,0.037387848,0.345741659,21.16986465,0.463221967,8.26083374
23/3/2016,4.298699856,11.24439621,0.655419588,15.25878525,12.29578495,21.19376755,10.93913555,1.371991158,14.60921288,2.14881897,11.8830986,8.160382271,15.66070557,0.698425293,8.398005486,17.85753822,0.681154013,26.48327637,22.78186035,1.357397795,9.558925629,16.86093521,10.77330589,2.768408537,0.544329464,0.344954789,6.781713963,6.626476288,10.59877777,0.137653053,2.907765388,20.69148064,19.84113121,7.243422508,2.4400599,0.428152472,10.09444427,7.211673737,1.738213778,28.57749939,30.0876236,12.6588192,3.881747246,3.318014622,27.94609451,31.87956429,21.85621071,0.357858241,0.356340677,28.41727829,16.68475914,18.59222412,0.115789413,10.5022459,5.828927994,17.10289383,15.51175213
24/3/2016,2.28251791,4.718532085,2.210307837,3.456268311,0.717956543,5.356935978,13.73768711,1.796425104,2.329394579,31.79056549,11.40850925,34.24600601,2.923613071,3.576929092,1.892035007,8.91858387,0.529628038,9.140670776,7.363387585,2.241882324,9.12858963,4.290230751,0.028916068,1.409598947,0.670340121,0.587378442,1.662786841,0.183807373,1.158872724,2.51023984,2.00262022,10.22926044,0.214757279,0.190220758,6.300802708,6.76097393,1.800467372,9.116613388,3.603072405,2.247731924,4.201738358,0.265436083,22.18785477,18.75282288,1.821531296,15.02906036,0.000138132,3.500017405,0.438703269,1.210336804,13.15999794,3.184389353,0.011756897,9.896827698,13.3380518,0.753002346,7.610308647
25/3/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/3/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175476,0,0,0.000802499,0,0,0,0,0,0,0,0.002197266,0,0,0,0,1.57E-05,0,0,0,0,0.001910041,0.002490234,0,0,0,0,0,0,0,0,0,0,0,5.92E-05,0.002748762,0,0,0,0.000183105,0,0,0,0
27/3/2016,0.351904303,0.097882248,0.128443673,0.191416427,0.000170898,0.845444918,0.131945163,0.006157769,0,0,0.000696299,4.39E-05,2.573300362,0,0.003816566,0.014099121,0.002927992,0.829364777,0.925229251,1.28E-05,0.061859131,1.728570819,0.027345076,0.900862873,0.012002384,0.000833263,0.071743771,0.181237474,0,0.000154935,1.013958097,0.016839279,0.0001297,0.142235383,0.018490061,0.043395996,0.010314941,0.001267377,3.05E-05,0.05277954,0.026248507,0.839291513,0.000119296,0.342559814,0.038829803,0.042356793,0.059451453,2.92E-05,0.01184518,0.010536595,0.402709961,0.009552002,0,0.001339561,0,0.001302083,0.005847168
28/3/2016,71.76932526,63.61898041,30.26446533,34.46007156,3.506799221,40.13977051,42.93693924,1.900804281,3.051739454,23.98820686,6.822001457,47.28424454,50.86504745,1.674514771,3.897003889,34.84204483,2.123837471,43.14889908,39.28982925,1.340485334,54.82205963,46.31679535,93.26091003,31.14832115,2.616961241,0.647941232,3.769772291,63.03744507,2.096662283,2.020219803,11.00623512,2.208027124,3.983169556,35.11591721,0.232429057,0.142251581,5.276218891,1.483089685,2.283124447,50.92206573,76.59456635,7.34680748,1.343442082,0.178948969,42.86821365,1.912626624,52.26285553,2.941181183,2.205950022,7.719080925,43.35086823,52.38219452,0.862480164,16.67006683,10.78591251,4.418236256,1.281494141
29/3/2016,0.748809814,0.349820524,0.991557896,0.12209066,0.354427665,0.024080716,0.001146819,2.164700031,0.003823853,0.230447128,0.027499452,0.374922752,4.65E-05,7.323173523,0.111364245,0.06853994,6.31242466,0.001209259,0.037669305,3.117545128,0.074699402,0,0.018536111,0.640946209,11.9081316,2.528410435,0,6.75E-05,0.175083712,15.06218243,0.396503329,0,1.523129821,0.031320427,0,0.006408691,0.045471191,0.000664206,8.199599266,0,0.104271784,0.000566755,0.000704679,0,0,0,0.279881537,17.29013252,13.41855717,0.012277704,0.004272461,0.134512767,3.722457886,0.036429957,0.129066378,5.389622211,0
30/3/2016,0,1.98E-05,0,0,0,9.39E-06,0,0,0,0,0.000149474,0,0.055943079,0,0.000190579,0,0,0.007968903,0,0,0,0.130594894,0.001735521,0,0,0,0.001553345,0,0,0,0,0.003443668,3.05E-05,0.00095074,0,0,0.000305176,0,0,0,0,4.65E-05,0,0,0,0.000208804,0.001558003,0,0,0.001683285,0,0.000141689,0,0.001328318,0,0,0.001559448
31/3/2016,0.028918456,0.000684584,0.020735892,0,0.606668532,0,0,0.000250922,0.136679083,0.086533867,0.116944604,0.068473816,0,0.005870819,0.403939396,0,0.097318299,0,0,0.046789836,0,0,0.000368865,0.159741849,0,0.01495096,0.012463379,0,0.432761937,0.040741749,0.119174302,0.021076404,0.322263092,0.0507343,0,0,0.33637929,0,0,0,0,0.152712867,0.322310001,0,0,0.04836233,0.009078177,0,0,0.59330672,0,0.000137329,0.727567673,0.349249601,0.09456715,0.097226098,0.010409546
1/4/2016,0.174899295,0.044973012,2.981249332,1.112016439,2.265876055,0.318145752,0.272833586,2.925297499,4.177398682,1.235947967,0.211393401,5.032596588,0.259245366,0.608703613,4.486954689,0.099283852,1.877578735,0.296058655,0.525271237,0.094517909,0.098449707,0.990324497,0,0.147011206,1.96666944,0.818677843,0.090890504,0,3.601701975,1.341419697,0.017461317,1.150968909,7.504415035,0.004474347,3.582864285,0.852459729,3.079278946,1.41789341,2.599753857,0.001330566,0.057071261,0.075212754,0.199859619,0.410369873,0.00031662,1.300602913,0,2.547956228,2.50022459,2.135115862,0.446298212,0.000274658,4.371334076,2.544162035,3.337280989,11.01973152,0.762884498
2/4/2016,2.889297485,1.764607191,5.924717903,3.43764925,9.405705452,6.991117001,8.028657913,1.478361964,3.301873684,5.107168674,6.104002476,13.24646664,9.963547707,1.61939621,14.76638222,4.193128109,10.09119987,7.42288208,6.51290226,1.181098461,2.512283325,13.52075195,0.815485418,3.550778151,6.221331596,1.205200195,0.937591553,1.099998116,7.821808815,2.748566389,3.315751791,5.726225376,15.60085583,1.986663818,0.799614429,0.287960827,12.51048088,3.872971535,3.951083422,3.065717697,5.993218422,3.449567556,6.367193222,2.083651781,1.838029861,5.926830292,1.445701241,4.715594292,6.937388897,13.59956455,10.35796165,0.613817513,10.21310043,25.37073326,6.066738605,17.01602554,8.471139908
3/4/2016,0,3.79E-05,0,0,10.68662834,0.004821777,1.326942801,9.740448952,5.995584011,1.577627778,0,2.627861023,0,4.548225403,13.59857845,0.102038063,7.898294926,0.148403168,0.043334961,1.003021955,0,0,0.000870414,0,11.49367428,4.939508915,0.014477539,0.000469007,11.90571499,7.596565247,0,0,7.716387272,0.001152625,5.357429028,6.570528984,12.43402672,10.55009174,13.94968319,0.002685547,0,0.008312407,0,2.495428562,0.006788254,0.497802734,0.000530042,13.68244362,11.03049564,13.21312523,0.980157495,0.004041399,3.738933563,15.52153587,3.252236128,3.472281218,0
4/4/2016,0.004116821,1.814276576,0.916450918,10.73091316,13.00957394,16.70958138,29.85931969,12.20432949,18.57089806,22.07128716,4.759520054,14.8789463,13.09036064,1.553516388,9.957414627,23.62946129,23.69107246,18.79697418,17.17747879,0.629559159,6.329288483,11.42955685,3.925431013,0.054038599,30.24589539,3.803135157,2.884063721,1.812474251,11.31656837,9.164430618,0.830085516,4.999164581,16.13430786,4.561859131,10.98238945,8.127405167,10.59646797,9.214025497,11.13092232,1.086369634,0.840694845,9.632661819,8.265347481,15.01838112,3.630184174,10.76211071,2.272088289,16.38553047,33.13815308,12.55818939,28.6967659,2.912961721,8.581823349,5.502579689,31.70253372,15.3551054,1.794158936
5/4/2016,8.27243042,11.25360394,5.153148651,17.10289574,27.77250671,5.679232121,19.54346657,14.44012642,6.256536961,18.41459465,12.4748621,32.21366119,0.894888759,4.151760101,10.01721668,35.33238983,29.19220924,8.707244873,8.558755875,1.679050207,20.78342438,1.365676165,0.059631348,6.647631168,20.24587822,0.4354195,0.506481946,0.055888928,23.39451981,15.18608379,4.11383152,10.70622826,37.18324661,0.213531494,25.34776115,8.453061104,4.096571922,3.750804186,13.05660057,5.940554142,11.36045361,0.827099025,9.712021828,1.387823462,3.746479034,7.893248081,0.320026606,10.80204105,25.32751846,5.946815968,16.27521133,7.900187969,37.54011917,11.0350008,6.22630167,43.22230911,11.2698307
6/4/2016,56.66741943,56.93820572,48.41378021,11.46817398,39.38197708,5.283700943,10.93113613,2.228099585,52.8608284,12.33453465,17.8988533,9.347226143,2.304510117,10.7285881,41.52329254,7.037236691,1.879275322,4.657260895,5.671988964,14.35086441,41.0148468,2.873212576,2.738910198,28.7986393,2.831079721,4.070925713,6.910665989,4.927904606,33.86608887,2.334680796,12.88780499,13.71810722,19.08828163,3.90919137,6.498474121,6.783114433,49.99033737,3.085241079,1.511530876,12.19811535,13.16630745,4.82627058,21.83781242,7.488000393,12.2197113,9.103947639,11.19179153,1.829879522,1.425330043,56.80825424,7.624261379,42.18933868,2.900510788,40.37431717,17.40100479,26.52069092,18.18125534
7/4/2016,0.251184076,0.433311671,1.978883386,8.343135834,12.66698551,22.62626839,4.119378567,0.685632765,2.950546265,0.99926883,2.930973053,10.71098995,22.41361427,1.301551819,9.152090073,4.748064518,2.919342518,14.54049301,18.59555244,2.145733595,1.949493408,15.41761398,0.878473699,0.359839201,6.137699127,0.659240723,2.797833204,0.538314044,12.27336788,4.103687763,0.352007627,6.520851612,4.5887146,2.049473763,0.007776597,0.018692017,5.868010044,0.597404957,3.59185791,2.493200779,3.534403563,1.160667777,0.891096652,0.110614017,1.797632217,5.595880032,0.742746472,9.856761932,8.416000366,1.353220105,7.309042454,0.037704468,1.674535751,3.96449852,1.559852481,7.556190014,2.704531908
8/4/2016,0,4.78E-05,0,0,0,0,0,0.016915781,0,0.029755911,0.004603795,0.004688263,0,0,0.000336316,0,0,0,0,0,0.00012207,0,5.84E-05,0,0,0.048204504,0,0,0,0.023039989,0,0.000674599,0.017913818,0.00112915,0,0.00128479,0,0,0.009515059,0,0,0,0.005124179,0,0,0,0.000857705,0.009487778,0,0.000732422,0,0,0,0.002341822,0.004121668,0.052211218,0.002572632
9/4/2016,0,0,0,0,0.17073451,0,0,3.994307995,0.366534412,0.093030296,0.200603873,0.032134056,0,0.48160553,0.000417281,0,0.024728281,0,0,0.26074928,0,0,0,0,0.35870719,0.079810098,0.000390625,0,0.074033901,2.684989691,0,1.484281898,0.023335775,0,3.54628253,1.949255347,0,1.962291002,3.336239576,0,3.73E-05,0,0.045987215,0.019732665,0,3.108065844,0,2.334786892,0.211523876,0.016521253,0,0,0.000240326,0.007569965,1.413302064,0.003249395,0.468923956
10/4/2016,0,0,0,0,0,0,0,0.00028257,0,0,0,0,0,0,0,0,0,0,0,0.003053177,0,0,0,0,0,2.12E-05,0,0,0,0.076228216,0,0,0,0,0,0.000204468,0,0.00012207,0.006578947,0,0,0,0,0,0,0,0,0.014087278,0,0,0,0,0,0,0,0,0
11/4/2016,0.000149536,0.026944548,0,0.000193278,2.146580219,0,0.182055026,3.122987986,0.313671887,7.252706051,2.860811234,17.03594589,0,6.314601898,0.98393029,0,9.103147507,0.003559113,0,6.4474473,0.078151703,0,0,0.000138132,9.962371826,10.96380901,0,0,1.291840434,6.477163315,0,1.558346391,7.349121094,0,0.365726233,0.190435797,1.447323799,2.514059544,5.930708885,0.009035644,3.288699627,0.000328427,1.114399314,0.290805042,3.24E-05,2.699964046,0,6.457859516,9.711236,2.552962542,0.068331912,0.011982509,8.455097198,5.901772022,5.095104218,15.54316616,1.62311399
12/4/2016,0.000292969,0,0,0,0.349714011,0,0.016823217,1.330457926,2.323413134,0.756985962,0.856047988,0.107199669,0,1.083164215,0.134499058,0.000951131,0.845040798,0.000133514,0,1.748430133,0,0,0,0.002300062,2.875328541,0.361765981,0.00222168,0,0.206659809,0.38992545,0.000119966,1.331844926,0.259190887,0,8.799427986,9.653055191,0.116969518,3.769344568,1.291781783,0.00105957,0.071506076,0,1.956964612,6.479315281,0,6.123784065,0,2.828799963,2.867082834,0.672825873,0.000167847,0,0.09195137,0.064729393,3.915664434,0.831229091,3.076785326
13/4/2016,0,0.000136917,0,0,0.018701172,0,0.005631296,0.430810988,0.622406006,0.439535767,1.657422066,0.20472908,0,0.054332733,0.00246009,0.008682251,0.353788584,0,0,0.050105605,0,0,0.007172958,0,0.089280069,0.920006812,0,0.012730649,0.004821777,2.054180384,0,0.266983837,0.077061974,0.002950815,11.28683281,3.155725002,0.000220889,0.276877016,0.660689533,0.385817885,0.337487102,0.000180199,0.486802548,7.432952881,0.458372116,0.20131804,0.006633558,0.953575015,0.170641214,0.043473095,0,0.004071917,0.361829758,0.018463135,0.041837085,0.590826154,0.130200192
14/4/2016,0,0,0,0,0,0,0,0.001496492,0.000765991,0.008363088,0.445418388,0.020503044,0,0.003692627,0,0,0,0,0,0.005151083,0,0,0,0,0.000369801,0.021234928,0,0,0,0.000328651,0,0.206610426,0,0,0.008272059,0.005422974,0,0.11539235,0.044766076,0.175488278,1.230651855,0,0.08190918,0.407809436,0.04486084,0.090038098,0,0.003633869,0.001658848,0,0,0,0,0,0.006241383,0,0.241729736
15/4/2016,0,0,0,0,0,0,0,0.151656538,0.163433835,3.527997255,2.587919235,1.62528038,0,0.211730957,0,0,0.025485568,0,0,1.565320373,0,0,0.000989831,0,0.037134506,18.52807045,0.199526981,0.017430356,0,0.834491432,0,0.116602845,0,0.005737305,1.143798828,5.321447849,0,0.062510774,0.106381066,0.00914795,0.91903007,0.000604539,6.247625351,6.979147434,0.005191803,3.899708033,0,0.073727734,0.015413557,0,0,0,0,0,1.863901615,0,0.058880616
